ppn,mem,seqlen,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
4,110G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/seqlen30M/trial1/dup -u 50",0,9264,6637024,195,6,19453504,4283270,4096,95%,0,0,0,0,15.51,137.72,178,2:40.90
4,110G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/seqlen35M/trial1/dup -u 50",0,9264,7753104,521,6,22889388,5006087,4096,96%,0,0,0,0,18.60,176.90,176,3:21.68
4,110G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/seqlen40M/trial1/dup -u 50",0,9264,8892384,575,6,25589976,5734018,4096,98%,0,0,0,0,20.28,226.22,231,4:11.23
4,110G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem110G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/seqlen5M/trial1/dup -u 50",0,9264,1046656,58,6,3202772,652049,4096,97%,0,0,0,0,2.49,22.44,72,0:25.57
4,20G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen10M/trial1/dup -u 50",0,9264,2179424,118,6,6543748,1393970,4096,83%,0,0,0,0,5.36,46.98,274,1:02.95
4,20G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen15M/trial1/dup -u 50",0,9264,3320376,255,6,9622584,2149898,4096,98%,0,0,0,0,7.96,74.55,109,1:24.19
4,20G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen20M/trial1/dup -u 50",0,9264,4467736,165,6,13415008,2892698,4096,98%,0,0,0,0,10.75,94.76,99,1:47.14
4,20G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen25M/trial1/dup -u 50",0,12544,5591792,202,7,16388900,3612254,4096,98%,0,0,0,0,14.31,116.55,119,2:12.83
4,20G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen30M/trial1/dup -u 50",0,14176,6637024,500,8,19449240,4288008,4096,98%,0,0,0,0,20.33,156.78,156,2:59.00
4,20G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen35M/trial1/dup -u 50",0,9264,8,227,8,20971696,4837119,4096,96%,0,0,0,0,20.04,74.62,163,1:38.40
4,20G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen40M/trial1/dup -u 50",0,9344,0,329,8,20971712,5013380,4096,97%,0,0,0,0,20.83,82.34,76,1:45.36
4,20G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem20G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem20G/seqlen5M/trial1/dup -u 50",0,5136,1046664,53,6,3207180,653150,4096,97%,0,0,0,0,2.48,22.63,81,0:25.72
4,40G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen10M/trial1/dup -u 50",0,9264,2179424,176,6,6543832,1391393,4096,96%,0,0,0,0,5.24,48.03,80,0:55.09
4,40G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen15M/trial1/dup -u 50",0,9512,3320384,187,6,9624540,2154472,4096,97%,0,0,0,0,7.82,73.17,102,1:23.31
4,40G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen20M/trial1/dup -u 50",0,9264,4467736,164,6,13414220,2894565,4096,97%,0,0,0,0,10.61,107.52,148,2:01.39
4,40G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen25M/trial1/dup -u 50",0,9264,5591792,177,6,16390916,3609578,4096,97%,0,0,0,0,13.09,112.20,147,2:07.88
4,40G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen30M/trial1/dup -u 50",0,9264,6637016,226,6,19449192,4286992,4096,96%,0,0,0,0,15.88,137.00,218,2:39.22
4,40G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen35M/trial1/dup -u 50",0,9264,7753104,219,6,22891828,4998241,4096,95%,0,0,0,0,17.82,152.01,264,2:58.04
4,40G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen40M/trial1/dup -u 50",0,9264,8892376,292,6,25590028,5731543,4096,96%,0,0,0,0,20.85,209.25,261,3:58.71
4,40G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem40G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem40G/seqlen5M/trial1/dup -u 50",0,9264,1046656,161,6,3203028,654165,4096,95%,0,0,0,0,2.49,23.75,100,0:27.36
4,60G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen10M/trial1/dup -u 50",0,9264,2179424,262,6,6543200,1387971,4096,98%,0,0,0,0,5.29,49.46,78,0:55.68
4,60G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen15M/trial1/dup -u 50",0,9264,3320384,474,6,9622584,2150406,4096,97%,0,0,0,0,7.80,74.44,113,1:24.65
4,60G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen20M/trial1/dup -u 50",0,9264,4467736,309,6,13416952,2896263,4096,98%,0,0,0,0,11.15,108.39,121,2:00.78
4,60G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen25M/trial1/dup -u 50",0,9264,5591792,350,6,16387892,3612706,4096,98%,0,0,0,0,13.33,133.16,145,2:29.18
4,60G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen30M/trial1/dup -u 50",0,9272,6637024,192,6,19446580,4287109,4096,97%,0,0,0,0,15.27,132.44,128,2:30.80
4,60G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen35M/trial1/dup -u 50",0,9264,7753112,550,6,22887800,5003094,4096,98%,0,0,0,0,18.52,181.86,159,3:22.65
4,60G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen40M/trial1/dup -u 50",0,9272,8892384,328,6,25584924,5736248,4096,94%,0,0,0,0,20.57,213.04,256,4:08.05
4,60G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem60G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem60G/seqlen5M/trial1/dup -u 50",0,9264,1046664,351,6,3207352,651152,4096,97%,0,0,0,0,2.52,21.39,79,0:24.48
4,90G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen10M/trial1/dup -u 50",0,9264,2179432,86,6,6543720,1394488,4096,97%,0,0,0,0,5.14,48.66,81,0:54.99
4,90G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen15M/trial1/dup -u 50",0,9264,3320376,130,6,9621544,2150147,4096,97%,0,0,0,0,7.82,70.84,102,1:20.55
4,90G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen20M/trial1/dup -u 50",0,9264,4467728,185,6,13415004,2892693,4096,99%,0,0,0,0,10.79,99.15,91,1:50.97
4,90G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen25M/trial1/dup -u 50",0,9264,5591792,251,6,16390400,3615071,4096,98%,0,0,0,0,13.29,112.58,114,2:07.16
4,90G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen30M/trial1/dup -u 50",0,9264,6637024,574,6,19451356,4289423,4096,98%,0,0,0,0,16.07,156.80,164,2:55.62
4,90G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen35M/trial1/dup -u 50",0,9264,7753112,354,6,22887800,5002060,4096,98%,0,0,0,0,18.58,181.45,186,3:22.90
4,90G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen40M/trial1/dup -u 50",0,9264,8892384,704,6,25583668,5738136,4096,97%,0,0,0,0,20.88,225.09,182,4:11.01
4,90G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn4/mem90G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem90G/seqlen5M/trial1/dup -u 50",0,9264,1046664,113,6,3202760,652565,4096,99%,0,0,0,0,2.69,22.80,93,0:25.72
8,10G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem10G/seqlen10M/trial1/dup -u 50",0,9264,2179424,148,6,6543144,1387990,4096,99%,0,0,0,0,5.03,42.69,73,0:47.88
8,10G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem10G/seqlen15M/trial1/dup -u 50",0,14176,3320376,124,8,9622156,2199981,4096,98%,0,0,0,0,10.54,74.95,89,1:26.55
8,10G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem10G/seqlen20M/trial1/dup -u 50",0,9352,8,83,14,10485948,2664817,4096,97%,0,0,0,0,11.17,35.29,104,0:47.69
8,10G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem10G/seqlen25M/trial1/dup -u 50",0,9264,0,159,8,10485936,2530919,4096,90%,0,0,0,0,12.19,23.45,83,0:39.31
8,10G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn8/mem10G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem10G/seqlen30M/trial1/dup -u 50",0,14400,8,450,162,10485860,2517599,4096,93%,0,0,0,0,13.38,26.68,228,0:43.04
